average_amount_transaction_day,transaction_amount,is_declined,total_number_of_declines_day,isforeigntransaction,ishighriskcountry,daily_chargeback_avg_amt,sixmonth_avg_chbk_amt,sixmonth_chbk_freq,isfradulent,ratio_trans_avg,is_high_transaction,risk_score,has_chargeback_history,chargeback_trend,foreign_high_risk
780.688498,36692.35941,0,0,1,0,896,839.0,6,1,46.9398737526262,1,1,1,0.935340022296544,0
947.4890276,44531.9843,0,7,1,0,0,0.0,0,1,46.95044750563016,1,2,0,0.0,0
172.5157672,5002.957249,0,9,1,1,0,0.0,0,1,28.832868215563526,1,3,0,0.0,1
111.3750711,5680.128626,0,2,1,0,0,0.0,0,1,50.546162688923985,1,2,0,0.0,0
679.9403346,38076.65874,0,0,1,1,0,0.0,0,1,55.917760786438215,1,2,0,0.0,1
476.8645865,26704.41684,0,3,1,0,0,0.0,0,1,55.88281198150682,1,2,0,0.0,0
563.054548,23085.23647,0,2,1,0,0,0.0,0,1,40.92731199820057,1,2,0,0.0,0
205.8614188,11528.23945,0,0,1,0,0,0.0,0,1,55.729287350319574,1,1,0,0.0,0
998.3440744,26955.29001,0,0,1,1,701,585.0,8,1,26.97298227958553,1,2,1,0.8333333333333334,1
724.0674699,43444.04819,0,0,0,0,877,814.0,7,1,59.917249074754004,1,0,1,0.9271070615034168,0
85.54822336,3165.284264,0,0,0,0,454,230.0,7,1,36.572492664972486,1,0,1,0.5054945054945055,0
253.6174611,9891.080983,0,2,1,1,0,0.0,0,1,38.84682904412167,1,3,0,0.0,1
18.66793542,784.0532876,0,0,1,0,973,469.0,8,1,39.86454454201172,1,1,1,0.4815195071868583,0
345.2290256,13118.70297,0,0,1,0,970,758.0,3,1,37.89024605105205,1,1,1,0.780638516992791,0
66.77655374,2804.615257,0,5,0,0,993,954.0,2,1,41.380316676455436,1,1,1,0.959758551307847,0
434.5973006,13472.51632,0,7,1,1,0,0.0,0,1,30.928833354666573,1,3,0,0.0,1
53.18771869,2553.010497,0,6,1,0,0,0.0,0,1,47.114190423948266,1,2,0,0.0,0
680.8050065,33359.44532,0,8,1,0,0,0.0,0,1,48.92813194676945,1,2,0,0.0,0
480.7217025,17305.98129,0,7,1,1,0,0.0,0,1,35.92526805453611,1,3,0,0.0,1
644.2848716,19972.83102,0,0,0,0,967,226.0,9,1,30.95195920288177,1,0,1,0.2334710743801653,0
723.1415323,22417.3875,0,5,1,0,0,0.0,0,1,30.957190687293494,1,2,0,0.0,0
879.4463782,40454.5334,0,8,1,0,0,0.0,0,1,45.94775377769849,1,2,0,0.0,0
519.6687893,22345.75794,0,4,1,0,0,0.0,0,1,42.91741390921893,1,2,0,0.0,0
360.1675018,20169.3801,0,0,0,0,923,542.0,7,1,55.844947287557964,1,0,1,0.5865800865800865,0
199.1953372,11752.52489,0,7,1,0,0,0.0,0,1,58.70528781726291,1,2,0,0.0,0
741.7709921,37830.3206,0,0,0,0,589,499.0,8,1,50.931338194891254,1,0,1,0.8457627118644068,0
293.785663,14395.49749,0,0,1,0,0,0.0,0,1,48.83377754365211,1,1,0,0.0,0
464.2802182,21356.89004,0,5,1,0,0,0.0,0,1,45.90113485293237,1,2,0,0.0,0
48.43831932,2664.107563,0,8,1,0,0,0.0,0,1,53.88750264255545,1,2,0,0.0,0
885.2821332,53116.92799,0,9,1,0,888,739.0,8,1,59.93230146501615,1,2,1,0.8312710911136107,0
532.2414183,15435.00113,0,6,1,1,0,0.0,0,1,28.945615626047108,1,3,0,0.0,1
578.1520606,32376.51539,0,7,0,0,0,0.0,0,1,55.90330690778863,1,1,0,0.0,0
780.3223403,39016.11702,0,5,1,1,0,0.0,0,1,49.936005931968104,1,3,0,0.0,1
282.8443803,15556.44092,0,7,0,0,0,0.0,0,1,54.806231863946465,1,1,0,0.0,0
464.1466817,15780.98718,0,0,1,0,0,0.0,0,1,33.92690478264676,1,1,0,0.0,0
411.7532238,22234.67409,0,0,0,0,618,497.0,7,1,53.86917123335137,1,0,1,0.802907915993538,0
866.4786465,46789.84691,0,7,0,0,0,0.0,0,1,53.937750627963155,1,1,0,0.0,0
616.445728,15411.1432,0,4,1,1,381,284.0,5,1,24.959510611433043,1,3,1,0.743455497382199,1
837.189105,43533.83346,0,0,1,1,0,0.0,0,1,51.93796149378487,1,2,0,0.0,1
276.825748,8581.598188,0,0,1,0,0,0.0,0,1,30.888419269188834,1,1,0,0.0,0
10.66365782,458.5372863,0,8,1,1,0,0.0,0,1,39.31333492257749,1,3,0,0.0,1
327.2204773,16688.24434,0,9,0,0,0,0.0,0,1,50.84461663477082,1,1,0,0.0,0
810.4856122,20262.14031,0,5,1,1,0,0.0,0,1,24.969192312686577,1,3,0,0.0,1
474.0885428,16593.099,0,2,1,1,0,0.0,0,1,34.92632952629477,1,3,0,0.0,1
444.9309256,21801.61535,0,0,1,0,0,0.0,0,1,48.89011750119355,1,1,0,0.0,0
933.1631705,28928.05829,0,5,1,0,0,0.0,0,1,30.966815224064757,1,2,0,0.0,0
808.2022141,46067.5262,0,0,1,1,0,0.0,0,1,56.929560247479806,1,2,0,0.0,1
968.6067798,52304.76611,0,4,1,0,0,0.0,0,1,53.94430732094185,1,2,0,0.0,0
208.0480827,7489.730977,0,9,1,1,0,0.0,0,1,35.827790813792525,1,3,0,0.0,1
499.6241664,18985.71832,0,0,1,1,0,0.0,0,1,37.924094748615,1,2,0,0.0,1
570.627572,26819.49588,0,9,0,0,0,0.0,0,1,46.91777862667548,1,1,0,0.0,0
681.5690311,31352.17543,0,0,1,1,0,0.0,0,1,45.93260754809537,1,2,0,0.0,1
248.4369944,7204.672838,0,5,1,1,0,0.0,0,1,28.883738177371175,1,3,0,0.0,1
539.2368026,25883.36652,0,0,1,0,964,890.0,6,1,47.91115006499189,1,1,1,0.9222797927461139,0
580.9745696,28467.75391,0,5,1,1,0,0.0,0,1,48.91580388051375,1,3,0,0.0,1
336.182123,17817.65252,0,0,1,1,0,0.0,0,1,52.84281491993572,1,2,0,0.0,1
656.2025117,37403.54317,0,5,1,1,0,0.0,0,1,56.91326874763069,1,3,0,0.0,1
393.7053746,11811.16124,0,3,1,1,0,0.0,0,1,29.923993946040376,1,3,0,0.0,1
603.3792276,30772.34061,0,0,1,0,0,0.0,0,1,50.915615899304605,1,1,0,0.0,0
308.0830989,17868.81974,0,7,0,0,0,0.0,0,1,57.812348211835534,1,1,0,0.0,0
886.8957371,44344.78686,0,9,1,1,0,0.0,0,1,49.94368708744643,1,3,0,0.0,1
335.8370761,13097.64597,0,0,1,1,0,0.0,0,1,38.8842170275566,1,2,0,0.0,1
610.5646704,29307.10418,0,9,1,0,995,846.0,4,1,47.921512799016654,1,2,1,0.8493975903614458,0
52.50319147,1365.082978,0,8,1,1,0,0.0,0,1,25.51404767630397,1,3,0,0.0,1
572.3188104,25754.34647,0,0,1,0,0,0.0,0,1,44.92150964317985,1,1,0,0.0,0
769.7753903,44646.97264,0,8,0,0,959,386.0,3,1,57.92475110371982,1,1,1,0.40208333333333335,0
570.5826102,18829.22614,0,8,0,0,0,0.0,0,1,32.94226556929635,1,1,0,0.0,0
80.53627851,2335.552077,0,0,1,1,593,413.0,8,1,28.644330102870178,1,2,1,0.6952861952861953,1
483.9256352,26131.9843,0,7,1,1,0,0.0,0,1,53.88864271781027,1,3,0,0.0,1
268.5412251,8593.319203,0,6,0,0,931,889.0,3,1,31.881279755302256,1,1,1,0.953862660944206,0
787.7379607,32297.25639,0,3,1,1,0,0.0,0,1,40.948018225642876,1,3,0,0.0,1
263.4127903,9746.273241,0,0,1,0,739,182.0,8,1,36.860067283212665,1,1,1,0.24594594594594596,0
921.0639299,46974.26042,0,8,1,1,0,0.0,0,1,50.944689296212324,1,3,0,0.0,1
733.4911774,35941.06769,0,0,1,1,0,0.0,0,1,48.93328714611189,1,2,0,0.0,1
510.4185708,22968.83569,0,0,1,1,0,0.0,0,1,44.91200946041203,1,2,0,0.0,1
9.134958761,429.3430618,0,8,0,0,0,0.0,0,1,42.36258596849361,1,1,0,0.0,0
29.16618193,904.1516398,0,7,1,1,0,0.0,0,1,29.972359176844623,1,3,0,0.0,1
971.9442274,24298.60569,0,3,1,1,0,0.0,0,1,24.97430480155393,1,3,0,0.0,1
616.3847055,19724.31058,0,7,1,1,0,0.0,0,1,31.94816846657372,1,3,0,0.0,1
418.34977,21754.18804,0,0,1,1,0,0.0,0,1,51.875998501203426,1,2,0,0.0,1
912.5499676,37414.54867,0,2,1,1,0,0.0,0,1,40.9551201323911,1,3,0,0.0,1
110.5364153,3868.774536,0,0,1,1,0,0.0,0,1,34.68620114421052,1,2,0,0.0,1
70.55375568,2187.166426,0,7,0,0,0,0.0,0,1,30.56675928767964,1,1,0,0.0,0
730.7886618,41654.95372,0,8,0,0,931,415.0,9,1,56.922108655715164,1,1,1,0.44527896995708155,0
581.9333833,33170.20285,0,0,1,1,0,0.0,0,1,56.9022186758677,1,2,0,0.0,1
502.4951099,24119.76528,0,0,1,0,0,0.0,0,1,47.90466641233212,1,1,0,0.0,0
317.7292099,14297.81445,0,7,0,0,0,0.0,0,1,44.85881433485773,1,1,0,0.0,0
428.1894204,25263.1758,0,7,0,0,0,0.0,0,1,58.86253155181455,1,1,0,0.0,0
86.35227213,2935.977252,0,0,0,0,993,992.0,7,1,33.61077142481881,1,0,1,0.9979879275653923,0
58.50421659,1521.109631,0,5,1,1,0,0.0,0,1,25.5630561692939,1,3,0,0.0,1
67.75952614,3455.735833,0,7,1,0,0,0.0,0,1,50.2582845897431,1,2,0,0.0,0
429.8207641,18912.11362,0,0,1,0,0,0.0,0,1,43.897869359913706,1,1,0,0.0,0
979.4752417,46035.33636,0,0,0,0,475,244.0,4,1,46.95206406250656,1,0,1,0.5126050420168067,0
924.9840806,39774.31547,0,7,0,0,0,0.0,0,1,42.953562921111846,1,1,0,0.0,0
705.352783,27508.75854,0,9,1,0,0,0.0,0,1,38.944786800677186,1,2,0,0.0,0
664.4396973,31228.66577,0,0,1,0,0,0.0,0,1,46.92937000408797,1,1,0,0.0,0
444.8008156,16457.63018,0,0,1,1,0,0.0,0,1,36.917003298546675,1,2,0,0.0,1
224.4733968,6060.781714,0,0,1,0,0,0.0,0,1,26.880251949971953,1,1,0,0.0,0
658.1175211,39487.05127,0,8,1,1,0,0.0,0,1,59.90896919884657,1,3,0,0.0,1
926.0312574,41671.40658,0,5,1,1,0,0.0,0,1,44.95145794422703,1,3,0,0.0,1
398.5830073,11160.3242,0,7,0,0,982,350.0,1,1,27.929926939112853,1,1,1,0.3560528992878942,0
270.2719797,16216.31878,0,0,0,0,991,914.0,7,1,59.778819758434494,1,0,1,0.9213709677419355,0
281.6009344,14924.84952,0,0,1,1,0,0.0,0,1,52.81245637664812,1,2,0,0.0,1
25.94673767,778.4021301,0,3,1,1,0,0.0,0,1,28.886692691063704,1,3,0,0.0,1
892.0737616,50848.20441,0,0,1,0,0,0.0,0,1,56.93617548331295,1,1,0,0.0,0
337.1910142,11127.30347,0,0,1,1,0,0.0,0,1,32.90242201237055,1,2,0,0.0,1
359.9114021,15476.19029,0,6,1,0,0,0.0,0,1,42.88085718530975,1,2,0,0.0,0
550.9807563,32507.86462,0,0,0,0,707,571.0,7,1,58.89311221265124,1,0,1,0.806497175141243,0
429.5809401,14605.75196,0,9,1,1,0,0.0,0,1,33.921036905646346,1,3,0,0.0,1
619.23554,29723.30592,0,9,1,1,0,0.0,0,1,47.92261004585451,1,3,0,0.0,1
66.89089521,3143.872075,0,4,1,1,0,0.0,0,1,46.30771276877968,1,3,0,0.0,1
720.1632813,25925.87813,0,0,1,1,0,0.0,0,1,35.95008065755219,1,2,0,0.0,1
787.7381474,44113.33625,0,2,1,1,0,0.0,0,1,55.92900051229347,1,3,0,0.0,1
815.8508538,35081.58671,0,8,1,0,0,0.0,0,1,42.94735880705767,1,2,0,0.0,0
814.4750536,47239.55311,0,9,0,0,0,0.0,0,1,57.92887581472425,1,1,0,0.0,0
707.2405588,33240.30626,0,9,1,0,0,0.0,0,1,46.93363836197176,1,2,0,0.0,0
383.3426919,14950.36498,0,2,1,1,0,0.0,0,1,38.898528045616786,1,3,0,0.0,1
487.6495231,14141.83617,0,8,0,0,0,0.0,0,1,28.940652761275558,1,1,0,0.0,0
148.6099184,3715.24796,0,0,0,0,916,704.0,9,1,24.832898779256336,1,0,1,0.7677208287895311,0
307.4155075,14448.52885,0,0,1,1,0,0.0,0,1,46.8476081735287,1,2,0,0.0,1
987.0255318,50338.30212,0,2,1,1,0,0.0,0,1,50.948381898889714,1,3,0,0.0,1
744.816824,29047.85614,0,7,0,0,0,0.0,0,1,38.947708345072144,1,1,0,0.0,0
679.3220446,40080.00063,0,3,1,1,0,0.0,0,1,58.91327636393925,1,3,0,0.0,1
31.25395942,1187.650458,0,8,0,0,0,0.0,0,1,36.82185007226006,1,1,0,0.0,0
978.691432,25445.97723,0,9,0,0,0,0.0,0,1,25.97346102951322,1,1,0,0.0,0
256.1895782,9479.014393,0,8,1,0,0,0.0,0,1,36.85613724841048,1,2,0,0.0,0
36.55582934,1571.900662,0,0,1,1,0,0.0,0,1,41.85503794282605,1,2,0,0.0,1
865.809278,36363.98968,0,0,1,0,0,0.0,0,1,41.95154643926181,1,1,0,0.0,0
28.36943391,1163.14679,0,9,1,1,0,0.0,0,1,39.603990787304895,1,3,0,0.0,1
766.5603656,42160.82011,0,0,0,0,577,367.0,7,1,54.92834440069478,1,0,1,0.6349480968858131,0
860.6974012,51641.84407,0,0,1,1,667,548.0,7,1,59.93036998612687,1,2,1,0.8203592814371258,1
436.3097896,20506.56011,0,8,0,0,695,228.0,9,1,46.892524699154364,1,1,1,0.3275862068965517,0
128.0026311,7424.152604,0,7,0,0,0,0.0,0,1,57.550396768612885,1,1,0,0.0,0
315.7326582,14523.70228,0,0,1,1,0,0.0,0,1,45.85476711665472,1,2,0,0.0,1
110.1401282,6498.267564,0,7,0,0,0,0.0,0,1,58.46913863826189,1,1,0,0.0,0
259.3569041,9855.562356,0,9,1,1,0,0.0,0,1,37.85404650615524,1,3,0,0.0,1
253.8673429,13201.10183,0,7,1,0,0,0.0,0,1,51.79597228813892,1,2,0,0.0,0
334.1530379,18378.41708,0,0,0,0,735,608.0,7,1,54.835895849715044,1,0,1,0.8260869565217391,0
507.067806,22310.98346,0,9,0,0,0,0.0,0,1,43.9133973783019,1,1,0,0.0,0
396.6188071,11105.3266,0,8,1,1,0,0.0,0,1,27.92958079874487,1,3,0,0.0,1
274.9736712,14298.6309,0,4,1,1,0,0.0,0,1,51.81157621966656,1,3,0,0.0,1
630.3932778,34041.237,0,0,1,1,0,0.0,0,1,53.91447485569034,1,2,0,0.0,1
491.2565161,28492.87793,0,8,1,1,0,0.0,0,1,57.882175244200894,1,3,0,0.0,1
971.6299871,56354.53925,0,5,1,1,0,0.0,0,1,57.940367865921004,1,3,0,0.0,1
366.1841195,17943.02186,0,7,1,1,0,0.0,0,1,48.8665519751597,1,3,0,0.0,1
54.41576965,2285.462325,0,0,1,1,0,0.0,0,1,41.24209298968024,1,2,0,0.0,1
719.8422034,37431.79458,0,2,1,1,0,0.0,0,1,51.92786216379295,1,3,0,0.0,1
832.603207,33304.12828,0,0,1,1,0,0.0,0,1,39.95201553969069,1,2,0,0.0,1
753.8463192,37692.31596,0,6,1,0,0,0.0,0,1,49.93376135151193,1,2,0,0.0,0
658.3438678,35550.56886,0,8,1,0,0,0.0,0,1,53.918100396716845,1,2,0,0.0,0
880.0117675,29920.4001,0,6,1,0,0,0.0,0,1,33.96140801263474,1,2,0,0.0,0
735.2684285,18381.71071,0,0,1,0,835,715.0,7,1,24.96604498912043,1,1,1,0.8552631578947368,0
711.0605246,17776.51312,0,8,1,0,0,0.0,0,1,24.96489063199502,1,2,0,0.0,0
592.3582367,14808.95592,0,4,1,1,0,0.0,0,1,24.957866941160134,1,3,0,0.0,1
7.409143184,274.1382978,0,3,1,1,0,0.0,0,1,32.60002735137159,1,3,0,0.0,1
147.1329946,7503.782725,0,6,0,0,901,524.0,8,1,50.65571478698778,1,1,1,0.5809312638580931,0
121.9231188,4755.001633,0,4,1,0,0,0.0,0,1,38.68272851697284,1,2,0,0.0,0
943.4032124,45283.3542,0,3,1,1,0,0.0,0,1,47.949174256747796,1,3,0,0.0,1
644.0231767,37997.36743,0,7,1,1,0,0.0,0,1,58.908530425833916,1,3,0,0.0,1
531.3669609,21786.0454,0,9,0,0,0,0.0,0,1,40.922985459445705,1,1,0,0.0,0
981.1519167,48076.44392,0,0,0,0,955,816.0,8,1,48.95010955284327,1,0,1,0.8535564853556485,0
204.3112252,5516.40308,0,6,0,0,900,300.0,4,1,26.868492332196166,1,1,1,0.33296337402885684,0
510.1006804,16833.32245,0,9,0,0,0,0.0,0,1,32.93543345867946,1,1,0,0.0,0
640.0741242,37124.2992,0,9,1,1,0,0.0,0,1,57.90952683720876,1,3,0,0.0,1
404.716752,23473.57162,0,0,1,0,0,0.0,0,1,57.85704313239696,1,1,0,0.0,0
883.3452074,34450.46309,0,0,1,1,0,0.0,0,1,38.95589957600984,1,2,0,0.0,1
545.4334446,29453.40601,0,2,1,1,0,0.0,0,1,53.901177354838644,1,3,0,0.0,1
165.7654947,8454.04023,0,0,1,1,0,0.0,0,1,50.69418134253884,1,2,0,0.0,1
591.3877421,31343.55033,0,2,1,1,0,0.0,0,1,52.910531569893536,1,3,0,0.0,1
640.1624804,26246.6617,0,9,1,1,0,0.0,0,1,40.936053656205175,1,3,0,0.0,1
740.2046238,23686.54796,0,6,1,1,0,0.0,0,1,31.956827034569827,1,3,0,0.0,1
141.7425944,5669.703776,0,7,1,1,0,0.0,0,1,39.71977530485463,1,3,0,0.0,1
271.0728565,15180.07996,0,0,1,1,0,0.0,0,1,55.79417276416179,1,2,0,0.0,1
858.5601081,30908.16389,0,2,1,1,0,0.0,0,1,35.95811811034417,1,3,0,0.0,1
801.2300183,29645.51068,0,6,1,0,0,0.0,0,1,36.95387856817125,1,2,0,0.0,0
69.64048686,3551.66483,0,0,1,1,0,0.0,0,1,50.27803442293546,1,2,0,0.0,1
615.5602077,36318.05225,0,0,1,1,0,0.0,0,1,58.90430779741675,1,2,0,0.0,1
594.8029527,30334.95059,0,4,1,1,0,0.0,0,1,50.91440123371514,1,3,0,0.0,1
600.0949052,31805.02998,0,0,1,1,0,0.0,0,1,52.91182757474485,1,2,0,0.0,1
620.1060587,25424.34841,0,1,0,0,403,391.0,4,1,40.93398873489366,1,1,1,0.9678217821782178,0
131.8452729,3823.512914,0,0,1,1,0,0.0,0,1,28.781700925693983,1,2,0,0.0,1
551.0820991,24798.69446,0,9,0,0,0,0.0,0,1,44.91849038472111,1,1,0,0.0,0
865.32028,38074.09232,0,0,0,0,996,996.0,6,1,43.94921046982763,1,0,1,0.9989969909729187,0
589.1127234,34757.65068,0,7,1,1,0,0.0,0,1,58.90001910099469,1,3,0,0.0,1
287.0167931,12341.7221,0,0,1,1,0,0.0,0,1,42.85070313839281,1,2,0,0.0,1
919.8808727,39554.87753,0,0,1,1,0,0.0,0,1,42.953305582323665,1,2,0,0.0,1
850.4822313,46776.52272,0,8,1,0,0,0.0,0,1,54.93540675368407,1,2,0,0.0,0
240.9497143,8192.290286,0,4,1,1,0,0.0,0,1,33.85947493139899,1,3,0,0.0,1
388.4652081,15538.60832,0,8,0,0,954,339.0,6,1,39.89729505186063,1,1,1,0.3549738219895288,0
540.6711096,14057.44885,0,8,1,1,0,0.0,0,1,25.952000394447474,1,3,0,0.0,1
413.7465063,24824.79038,0,7,0,0,0,0.0,0,1,59.85533332508266,1,1,0,0.0,0
509.1908935,28005.49914,0,5,1,0,0,0.0,0,1,54.89219720853367,1,2,0,0.0,0
308.7609554,16673.09159,0,0,0,0,917,633.0,6,1,53.82567202012188,1,0,1,0.6895424836601307,0
353.7778362,19104.00315,0,5,1,0,0,0.0,0,1,53.84779205663355,1,2,0,0.0,0
284.1427114,15343.70642,0,8,1,1,0,0.0,0,1,53.810621161120096,1,3,0,0.0,1
521.4180425,28677.99234,0,5,1,1,0,0.0,0,1,54.89472033309417,1,3,0,0.0,1
263.2839832,13954.05111,0,0,1,1,0,0.0,0,1,52.79945814741299,1,2,0,0.0,1
688.9080072,33756.49235,0,5,1,0,0,0.0,0,1,48.9289760340674,1,2,0,0.0,0
746.2325632,26864.37228,0,0,0,0,502,441.0,7,1,35.9518222345051,1,0,1,0.8767395626242545,0
162.269086,8113.4543,0,9,0,0,0,0.0,0,1,49.69375709005929,1,1,0,0.0,0
657.5491567,30247.26121,0,0,0,0,894,883.0,8,1,45.930149484314114,1,0,1,0.9865921787709497,0
980.8272044,50022.18742,0,2,1,1,0,0.0,0,1,50.94805602842186,1,3,0,0.0,1
450.4208559,17566.41338,0,0,1,0,833,761.0,7,1,38.91360611812619,1,1,1,0.9124700239808153,0
639.6560067,24306.92825,0,0,0,0,377,319.0,7,1,37.940685790498186,1,0,1,0.843915343915344,0
875.3109328,35887.74824,0,0,1,1,0,0.0,0,1,40.95321294843487,1,2,0,0.0,1
877.3857224,42991.9004,0,3,1,0,0,0.0,0,1,48.94421585375259,1,2,0,0.0,0
749.7096084,23240.99786,0,8,0,0,614,235.0,1,1,30.958705736475025,1,1,1,0.3821138211382114,0
967.0755763,34814.72075,0,0,1,1,0,0.0,0,1,35.962812824038394,1,2,0,0.0,1
959.1378013,52752.57907,0,0,0,0,786,737.0,9,1,54.94271655440966,1,0,1,0.9364675984752223,0
699.5129575,25182.46647,0,0,0,0,939,931.0,1,1,35.948609087648464,1,0,1,0.9904255319148936,0
108.2845499,5197.658395,0,5,1,1,0,0.0,0,1,47.56077963221771,1,3,0,0.0,1
348.1773237,14623.4476,0,3,1,0,0,0.0,0,1,41.879717288181965,1,2,0,0.0,0
732.0449117,18301.12279,0,1,1,1,0,0.0,0,1,24.965895674192705,1,3,0,0.0,1
858.5168817,22321.43892,0,0,1,0,0,0.0,0,1,25.969750443820747,1,1,0,0.0,0
7.954238966,294.3068417,0,4,1,1,0,0.0,0,1,32.867878869159945,1,3,0,0.0,1
189.3138594,10601.57613,0,0,1,1,0,0.0,0,1,55.70574924718278,1,2,0,0.0,1
49.67058576,1738.470502,0,0,1,0,0,0.0,0,1,34.30926396300653,1,1,0,0.0,0
459.2866416,16075.03246,0,8,1,0,0,0.0,0,1,34.9239604350056,1,2,0,0.0,0
846.6760804,30480.33889,0,7,0,0,0,0.0,0,1,35.95753094226392,1,1,0,0.0,0
674.7817162,35088.64924,0,5,1,0,0,0.0,0,1,51.92305207265387,1,2,0,0.0,0
865.7940313,45887.08366,0,0,0,0,487,393.0,9,1,52.938855140914484,1,0,1,0.805327868852459,0
806.125364,20959.25946,0,9,1,1,0,0.0,0,1,25.96778690751193,1,3,0,0.0,1
142.5739552,5845.532163,0,8,0,0,0,0.0,0,1,40.714432884830074,1,1,0,0.0,0
726.0532789,27590.0246,0,0,0,0,802,399.0,6,1,37.947734231723025,1,0,1,0.49688667496886674,0
43.64750081,1440.367527,0,0,0,0,183,101.0,9,1,32.260876888262274,1,0,1,0.5489130434782609,0
186.3281183,10993.35898,0,0,0,0,942,891.0,6,1,58.685044614575624,1,0,1,0.9448568398727466,0
935.0104992,46750.52496,0,0,1,1,0,0.0,0,1,49.946581795778215,1,2,0,0.0,1
124.1292468,4344.523638,0,0,1,1,0,0.0,0,1,34.72028921379234,1,2,0,0.0,1
569.4513831,26764.21501,0,9,1,0,0,0.0,0,1,46.917609112551204,1,2,0,0.0,0
204.4915452,5112.28863,0,5,1,1,0,0.0,0,1,24.878340493397584,1,3,0,0.0,1
498.4128013,29406.35528,0,0,1,1,0,0.0,0,1,58.88186126477651,1,2,0,0.0,1
534.7917778,13904.58622,0,5,1,1,0,0.0,0,1,25.951473680863938,1,3,0,0.0,1
255.8440962,6396.102405,0,9,1,1,0,0.0,0,1,24.902664688930468,1,3,0,0.0,1
690.3779723,41422.67834,0,3,1,1,0,0.0,0,1,59.913216792544894,1,3,0,0.0,1
980.8982809,46102.2192,0,8,0,0,0,0.0,0,1,46.952133532348256,1,1,0,0.0,0
773.6826383,22436.79651,0,0,0,0,985,685.0,1,1,28.962565314793114,1,0,1,0.6947261663286004,0
569.9575183,19378.55562,0,5,1,0,527,339.0,8,1,33.94045090727374,1,2,1,0.6420454545454546,0
969.4199486,37807.378,0,6,1,1,0,0.0,0,1,38.959811218373794,1,3,0,0.0,1
500.7184551,20529.45666,0,8,1,1,0,0.0,0,1,40.918280863135024,1,3,0,0.0,1
913.0344755,28304.06874,0,6,1,1,0,0.0,0,1,30.966084429711426,1,3,0,0.0,1
192.4426122,7312.819264,0,0,1,0,0,0.0,0,1,37.80355931318425,1,1,0,0.0,0
397.8326505,9945.816263,0,7,0,0,993,330.0,4,1,24.937317069029685,1,1,1,0.3319919517102616,0
826.6331531,42984.92396,0,5,1,1,0,0.0,0,1,51.93717022933986,1,3,0,0.0,1
364.0641254,17111.01389,0,0,1,1,0,0.0,0,1,46.87125548491377,1,2,0,0.0,1
